,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
147,160,161,Catocala ilia,208.3,208,209,211,208,223,223,208.7616851,223,-0.531027859,162,-0.406710132,-0.789134314,7,1,15,14.23831495,Catocala ilia.1973.162,-0.223190061,0.426776778,-0.899329736,-0.860482829,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1970,208,223,12/31/1972,7/27/1973,1973,8/11/1973,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,15,Summer,969.8087661,273.1169592,1242.925725,136.059519,9904.041459,807.0652288,0.383288668,0,0,0,0,0,0
148,161,162,Catocala ilia,184.4,183,190,190,183,190,192.8,190,193,-0.71834155,148,-0.639007591,-0.789134314,5,7,7,3,Catocala ilia.1970.148,0.640478766,-0.202453694,-0.247890202,-0.858530037,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1970,184,192,12/31/1969,7/3/1970,1970,7/11/1970,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,8,Summer,894.3780531,166.9876158,1061.365669,157.2846349,9193.47194,937.9427834,0.383470441,0,0,0,0,0,0
149,162,163,Catocala ilia,201,NA,NA,202,201,223,232.6,201.8,235,0.343102698,185,-0.639007591,-0.789134314,5,249,22,33.2,Catocala ilia.1987.185,-0.714899585,0.204489191,-0.062889636,0.622997362,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1980,201,232,12/31/1986,7/20/1987,1987,8/20/1987,1.033868457,-0.615307914,-0.580261735,0.053680226,0.363402218,-0.390994519,31,Summer,837.2068513,490.3402609,1327.547112,123.9754987,9653.019313,975.1103491,0.521376396,3,0,0,1,3,1
150,163,164,Catocala ilia,191.65,191,192.65,216,199.5,223,230.55,223,239,-0.343714168,166,-0.406710132,-0.085270418,14,1.65,23.5,16,Catocala ilia.1976.166,0.003739859,-0.374574202,0.135545694,0.337050717,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1970,191,230,12/31/1975,7/9/1976,1976,8/17/1976,-0.091872197,0.020049359,-0.580261735,2.138136325,-0.46222606,1.36394547,39,Summer,820.3260548,632.438368,1452.764423,141.6364412,8999.101846,1014.977028,0.494759443,1,1,0,4,1,5
151,164,165,Catocala ilia,218.7,207,233,233,207,207,240.65,233.55,242,-0.71834155,162,-0.639007591,-0.671823664,10,26,0,8.45,Catocala ilia.1970.162,-0.58565211,1.256123338,-0.778592497,0.453510856,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1970,218,240,12/31/1969,8/6/1970,1970,8/28/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,22,Summer,985.1596066,373.4455756,1358.605182,127.1518234,10840.59557,831.3219614,0.505599976,0,1,0,0,0,1
152,165,166,Catocala ilia,192.7,192,195,205,200,202,233.5,212,268,-0.780779447,165,-0.639007591,0.735904128,55,3,2,56,Catocala ilia.1969.165,-0.365762735,0.643048204,-0.288131757,0.878251749,E,U,N,Catocala ilia,"Phalaena ilia Cramer, [1776]",1960,192,233,12/31/1968,7/11/1969,1969,8/21/1969,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,41,Summer,751.9228674,681.0461911,1432.969058,132.5557205,10148.26975,929.858048,0.545136402,0,0,0,0,0,0
153,166,167,Catocala innubens,189.1,188,190,204,190,204.5,221.25,210.3,224,-0.281276271,162,-0.639007591,-0.319891716,12,2,14.5,13.7,Catocala innubens.1977.162,-0.431549656,1.825499648,-0.933579761,0.249763182,E,U,N,Catocala innubens,Catabapta innubens,1970,189,221,12/31/1976,7/8/1977,1977,8/9/1977,1.596738783,0.655406632,0.02640554,0.748498926,1.189030497,0.925210473,32,Fall,862.4166337,585.3032059,1447.71984,130.9389723,11483.57373,800.1842226,0.486634402,4,2,1,2,5,4
154,167,168,Catocala innubens,214,NA,NA,217,214,222,232.6,220.5,235,-0.468589962,162,-0.639007591,-0.554513015,7,249,8,14.5,Catocala innubens.1974.162,-0.603248938,0.444331124,-0.901794593,-1.211470542,E,U,N,Catocala innubens,Catabapta innubens,1970,214,232,12/31/1973,8/2/1974,1974,8/20/1974,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,18,Fall,936.4698761,300.6462196,1237.116096,126.7193721,9923.865011,806.5700265,0.350617456,0,0,0,0,0,0
155,168,169,Catocala innubens,207,206,213.2,242,206,246,248.4,235.8,249,-0.71834155,162,-0.639007591,-0.671823664,5,7.2,40,13.2,Catocala innubens.1970.162,-0.58565211,1.256123338,-0.778592497,0.453510856,E,U,N,Catocala innubens,Catabapta innubens,1970,207,248,12/31/1969,7/26/1970,1970,9/5/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,41,Fall,923.7465439,697.2957686,1621.042313,127.1518234,10840.59557,831.3219614,0.505599976,0,1,0,0,0,1
156,169,170,Catocala innubens,201.6,201,203,212,201,212,214.8,209.3,216,0.343102698,162,-0.406710132,-0.789134314,7,2,11,6.7,Catocala innubens.1987.162,0.079057371,0.417543755,-1.055186331,1.297360072,E,U,N,Catocala innubens,Catabapta innubens,1980,201,214,12/31/1986,7/20/1987,1987,8/2/1987,1.596738783,0.020049359,-0.580261735,-0.641138474,0.776216358,-0.390994519,13,Fall,1017.941017,280.8835512,1298.824569,143.4874087,9893.614906,775.752837,0.584148528,4,1,0,0,4,1
157,170,171,Catocala innubens,185,NA,NA,192.5,188.5,212,232.15,220.05,233,-0.655903653,162,-0.174412673,0.26666153,18,249,23.5,12.95,Catocala innubens.1971.162,-0.308227772,1.211241668,-1.65599482,0.553192954,E,U,N,Catocala innubens,Catabapta innubens,1970,185,232,12/31/1970,7/4/1971,1971,8/20/1971,0.47099813,-0.615307914,-0.580261735,0.748498926,-0.049411921,0.047740478,47,Fall,800.4613289,734.7791399,1535.240469,133.9696725,10789.91216,655.0473199,0.514878748,2,0,0,2,2,2
158,171,172,Catocala lineella,188,184,190.85,203,199,203,218,207,221,-0.031524684,166,0.057884786,1.087836076,80,6.85,4,14,Catocala lineella.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,E,U,N,Catocala lineella,Catocala amica lineella,1980,188,218,12/31/1980,7/7/1981,1981,8/6/1981,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,30,Fall,816.3361534,548.9369186,1365.273072,142.4220558,9323.621484,963.4185448,0.534909679,0,0,1,0,1,0
159,172,173,Catocala lineella,173.5,166,196,205.5,166,218,227,210.25,230,-0.09396258,166,-0.639007591,-0.671823664,6,30,52,19.75,Catocala lineella.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,U,N,Catocala lineella,Catocala amica lineella,1980,173,227,12/31/1979,6/21/1980,1980,8/14/1980,-0.654742524,1.926121178,0.02640554,-0.641138474,-0.46222606,0.925210473,54,Fall,617.4176752,974.1088541,1591.526529,142.7477985,9816.50284,871.4253618,0.659331169,0,4,1,0,1,4
160,173,174,Catocala lineella,202,NA,NA,205,202,212,227.2,204.4,231,0.467978492,163,-0.406710132,-0.789134314,5,249,10,26.6,Catocala lineella.1989.163,-0.759017586,0.782057899,-1.016622144,-0.305044193,E,U,N,Catocala lineella,Catocala amica lineella,1980,202,227,12/31/1988,7/21/1989,1989,8/15/1989,-0.091872197,0.020049359,-0.580261735,0.748498926,-0.46222606,0.486475476,25,Fall,927.0053353,442.4303408,1369.435676,122.8912756,10305.24888,783.5005806,0.434990915,1,1,0,2,1,3
161,174,175,Catocala lineella,203.9,203,205,209,205.5,212.5,218.65,212.75,220,-1.405158416,166,-0.406710132,-0.319891716,10,2,7,7.25,Catocala lineella.1959.166,0.297219809,-0.055930392,0.352482775,-0.751524224,E,U,N,Catocala lineella,Catocala amica lineella,1950,203,218,12/31/1958,7/22/1959,1959,8/6/1959,0.47099813,1.290763905,-0.580261735,0.053680226,-0.049411921,0.925210473,15,Fall,924.4532244,280.995829,1205.449053,148.8488654,9358.935942,1058.560804,0.393430931,2,3,0,1,2,4
162,175,176,Catocala lineella,205.4,205,206,207,206,246,246,206,246,1.154795358,106,-0.639007591,-0.789134314,9,1,40,40,Catocala lineella.2000.106,1.478388978,-0.937798135,0.717203558,-0.411757442,E,U,N,Catocala lineella,Catocala amica lineella,2000,205,246,12/31/1999,7/23/2000,2000,9/2/2000,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,41,Fall,1092.064791,767.4386029,1859.503393,177.8767193,8363.071366,1131.835086,0.425057658,0,1,0,1,0,2
163,176,177,Catocala lineella,189,183,196.8,215,206,216,223.6,216.4,232,-0.156400477,166,-0.639007591,-0.085270418,13,13.8,10,15.6,Catocala lineella.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,E,U,N,Catocala lineella,Catocala amica lineella,1970,189,223,12/31/1978,7/8/1979,1979,8/11/1979,0.47099813,3.196835724,-0.580261735,-0.641138474,-0.049411921,1.802680468,34,Fall,770.9554093,642.6796569,1413.635066,141.5809832,9223.558958,1279.940497,0.499690399,2,6,0,0,2,6
164,177,178,Catocala lineella,210.8,208,215,216,208,216,217.2,216,218,-0.281276271,166,-0.639007591,-0.789134314,9,7,8,2,Catocala lineella.1977.166,0.056989364,0.172955395,1.19150671,-0.51230951,E,U,N,Catocala lineella,Catocala amica lineella,1970,210,217,12/31/1976,7/29/1977,1977,8/5/1977,-0.654742524,1.926121178,-0.580261735,0.053680226,-0.875040199,1.36394547,7,Fall,919.0208133,127.804537,1046.82535,142.9450758,9617.409222,1227.12503,0.415697906,0,4,0,1,0,5
165,178,179,Catocala micronympha,189,NA,NA,191,189,203,212.6,190.6,215,-0.09396258,166,-0.639007591,-0.789134314,5,249,14,24.4,Catocala micronympha.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,U,N,Catocala micronympha,Ephesia micronympha,1980,189,212,12/31/1979,7/7/1980,1980,7/30/1980,-0.654742524,1.926121178,0.02640554,-0.641138474,-0.46222606,0.925210473,23,Summer,756.2831994,432.7672166,1189.050416,142.7477985,9816.50284,871.4253618,0.659331169,0,4,1,0,1,4
166,179,180,Catocala micronympha,36,NA,NA,79.5,36,116,119.65,97.8,120,1.52942274,60,-0.639007591,-0.554513015,8,249,80,22.2,Catocala micronympha.2006.60,4.801087026,-4.855826308,0.484020282,2.563387528,E,U,N,Catocala micronympha,Ephesia micronympha,2000,36,119,12/31/2005,2/5/2006,2006,4/29/2006,-0.654742524,-0.615307914,0.02640554,1.443317626,-0.46222606,0.486475476,83,Summer,641.5962603,1170.867239,1812.4635,259.5337723,3938.569508,1084.987366,0.701994965,0,0,1,3,1,3
167,180,181,Catocala micronympha,197.5,193,202,211,202,219,224.5,219,227,-0.156400477,166,-0.639007591,-0.202581067,11,9,17,8,Catocala micronympha.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,E,U,N,Catocala micronympha,Ephesia micronympha,1970,197,224,12/31/1978,7/16/1979,1979,8/12/1979,-0.654742524,3.196835724,-0.580261735,-0.641138474,-0.875040199,1.802680468,27,Summer,801.0598301,525.310632,1326.370462,141.5809832,9223.558958,1279.940497,0.499690399,0,6,0,0,0,6
168,181,182,Catocala micronympha,191.05,190,193.15,199,190,199,204.95,199,206,-1.280282622,166,-0.406710132,-0.671823664,8,3.15,9,7,Catocala micronympha.1961.166,-0.027394477,0.148153041,0.191986782,-1.747700861,E,U,N,Catocala micronympha,Ephesia micronympha,1960,191,204,12/31/1960,7/10/1961,1961,7/23/1961,-0.091872197,0.020049359,-0.580261735,-0.641138474,-0.46222606,-0.390994519,13,Summer,772.0325364,235.4428986,1007.475435,140.8712985,9589.40073,1026.316333,0.300703189,1,1,0,0,1,1
169,182,183,Catocala micronympha,183,NA,NA,197,190,201,202,191,197,-0.031524684,166,-0.406710132,-0.202581067,21,249,11,6,Catocala micronympha.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,E,U,N,Catocala micronympha,Ephesia micronympha,1980,183,202,12/31/1980,7/2/1981,1981,7/21/1981,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,19,Summer,771.5270858,370.8792232,1142.406309,142.4220558,9323.621484,963.4185448,0.534909679,0,0,1,0,1,0
170,183,184,Catocala mira,188,NA,NA,203,199,206,220,207.5,220,0.343102698,162,-0.406710132,-0.554513015,16,249,7,12.5,Catocala mira.1987.162,0.079057371,0.417543755,-1.055186331,1.297360072,E,U,N,Catocala mira,Catocala nira,1980,188,220,12/31/1986,7/7/1987,1987,8/8/1987,0.47099813,-0.615307914,1.239740089,0.053680226,1.189030497,-0.390994519,32,Summer,930.3841303,626.4077686,1556.791899,143.4874087,9893.614906,775.752837,0.584148528,2,0,3,1,5,1
171,185,186,Catocala mira,189.4,188,192,200,190,206,209.25,202.15,211,-0.71834155,165,-0.406710132,-0.554513015,8,4,16,8.85,Catocala mira.1970.165,-0.356017337,1.00667577,-0.131589139,-1.043768023,E,U,N,Catocala mira,Catocala nira,1970,189,209,12/31/1969,7/8/1970,1970,7/28/1970,-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,20,Summer,760.88547,326.012775,1086.898245,132.7952188,10558.90254,961.3082654,0.366227816,0,2,0,0,0,2
172,186,187,Catocala mira,197,NA,NA,212,197,223.5,230.55,219.95,233,-0.655903653,162,-0.406710132,-0.437202366,8,249,26.5,13.05,Catocala mira.1971.162,-0.308227772,1.211241668,-1.65599482,0.553192954,E,U,N,Catocala mira,Catocala nira,1970,197,230,12/31/1970,7/16/1971,1971,8/18/1971,0.47099813,-0.615307914,-0.580261735,0.748498926,-0.049411921,0.047740478,33,Summer,914.4122956,496.8882793,1411.300575,133.9696725,10789.91216,655.0473199,0.514878748,2,0,0,2,2,2
173,187,188,Catocala mira,205,NA,NA,207,205,210,216.4,207,218,-0.593465756,162,-0.639007591,-0.789134314,5,249,5,11,Catocala mira.1972.162,-0.985187042,0.791456363,-0.549201933,-0.247137247,E,U,N,Catocala mira,Catocala nira,1970,205,216,12/31/1971,7/23/1972,1972,8/3/1972,-0.654742524,4.467550271,-0.580261735,0.053680226,-0.875040199,3.11888546,11,Summer,860.1911992,192.2777855,1052.468985,117.3330422,10315.86226,877.4077063,0.440381104,0,8,0,1,0,9
174,188,189,Catocala mira,190,NA,NA,195,190,200,214.5,200,218,-0.281276271,162,-0.639007591,-0.789134314,8,249,10,18,Catocala mira.1977.162,-0.431549656,1.825499648,-0.933579761,0.249763182,E,U,N,Catocala mira,Catocala nira,1970,190,214,12/31/1976,7/9/1977,1977,8/2/1977,1.596738783,0.655406632,0.02640554,0.748498926,1.189030497,0.925210473,24,Summer,876.7330486,443.6815878,1320.414636,130.9389723,11483.57373,800.1842226,0.486634402,4,2,1,2,5,4
175,189,190,Catocala neogama,214.7,212,223.25,240,227.5,246,255.8,246,263,-1.030531035,162,-0.639007591,-0.319891716,10,11.25,18.5,17,Catocala neogama.1965.162,-0.571765091,0.73491263,-0.56540561,-0.146221667,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1960,214,255,12/31/1964,8/2/1965,1965,9/12/1965,-0.654742524,0.020049359,-0.580261735,2.138136325,-0.875040199,1.36394547,41,Fall,888.4074026,597.4763601,1485.883763,127.4931042,10252.00926,874.1523041,0.449774693,0,1,0,4,0,5
176,190,191,Catocala neogama,224.1,223,225,242.5,225,247,254.35,247,256,-0.593465756,162,-0.639007591,-0.437202366,12,2,22,9,Catocala neogama.1972.162,-0.985187042,0.791456363,-0.549201933,-0.247137247,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,224,254,12/31/1971,8/11/1972,1972,9/10/1972,-0.654742524,6.37362209,-0.580261735,0.053680226,-0.875040199,4.435090452,30,Fall,877.7449224,469.9330871,1347.678009,117.3330422,10315.86226,877.4077063,0.440381104,0,11,0,1,0,12
177,191,192,Catocala neogama,198.7,198,200,203,199,203,210.6,203,212,0.343102698,162,-0.639007591,-0.554513015,8,2,4,9,Catocala neogama.1987.162,0.079057371,0.417543755,-1.055186331,1.297360072,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1980,198,210,12/31/1986,7/17/1987,1987,7/29/1987,1.596738783,0.020049359,-0.580261735,-0.641138474,0.776216358,-0.390994519,12,Fall,997.3200491,253.4823053,1250.802354,143.4874087,9893.614906,775.752837,0.584148528,4,1,0,0,4,1
178,192,193,Catocala neogama,209.8,207,214,235,214,257,261.2,237,264,-0.468589962,162,-0.639007591,-0.437202366,9,7,43,27,Catocala neogama.1974.162,-0.603248938,0.444331124,-0.901794593,-1.211470542,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,209,261,12/31/1973,7/28/1974,1974,9/18/1974,-0.654742524,-0.615307914,-0.580261735,1.443317626,-0.875040199,0.486475476,52,Fall,918.9907404,760.293032,1679.283772,126.7193721,9923.865011,806.5700265,0.350617456,0,0,0,3,0,3
179,193,194,Catocala neogama,192,NA,NA,215,192,224,239,228,241,-0.031524684,166,-0.639007591,-0.085270418,11,249,32,13,Catocala neogama.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1980,192,239,12/31/1980,7/11/1981,1981,8/27/1981,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,47,Fall,878.570558,792.4373552,1671.007913,142.4220558,9323.621484,963.4185448,0.534909679,1,0,0,0,1,0
180,194,195,Catocala neogama,220.3,220,223.6,233,220,240,252.4,237.9,253,-1.342720519,162,-0.639007591,-0.437202366,7,3.6,20,15.1,Catocala neogama.1960.162,-0.642623163,1.080184323,-1.288359646,-0.150305972,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1960,220,252,12/31/1959,8/7/1960,1960,9/8/1960,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,32,Fall,894.0397004,546.9368859,1440.976586,125.7517298,10641.91336,728.907118,0.449394511,0,0,0,0,0,0
181,195,196,Catocala neogama,200,NA,NA,222,200,236,238,213.2811133,238,-1.53003421,162,-0.174412673,-0.554513015,11,249,36,24.71888668,Catocala neogama.1957.162,-0.469689767,0.314269807,-0.667198985,-0.833459024,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1950,200,238,12/31/1956,7/19/1957,1957,8/26/1957,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,38,Fall,867.8977857,635.8498006,1503.747586,130.001659,9776.990994,853.7014912,0.385804142,0,0,0,0,0,0
182,196,197,Catocala neogama,152,NA,NA,181.5,152,214.5,232.25,196.25,237,-0.09396258,166,-0.639007591,-0.789134314,6,249,62.5,40.75,Catocala neogama.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1980,152,232,12/31/1979,5/31/1980,1980,8/19/1980,-0.654742524,-0.615307914,0.02640554,1.443317626,-0.46222606,0.486475476,80,Fall,453.4392262,1294.770068,1748.209294,142.7477985,9816.50284,871.4253618,0.659331169,0,0,1,3,1,3
183,197,198,Catocala neogama,219.45,217,224,233,217,233,234,229.85,234,-0.71834155,162,-0.406710132,-0.789134314,8,7,16,4.15,Catocala neogama.1970.162,-0.58565211,1.256123338,-0.778592497,0.453510856,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,219,234,12/31/1969,8/7/1970,1970,8/22/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,15,Fall,988.1195112,268.661293,1256.780804,127.1518234,10840.59557,831.3219614,0.505599976,0,1,0,0,0,1
184,198,199,Catocala neogama,206.8,202,208,229,208,230,266.2,244.4,275,-0.531027859,162,-0.639007591,0.149350881,17,6,22,30.6,Catocala neogama.1973.162,-0.223190061,0.426776778,-0.899329736,-0.860482829,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,206,266,12/31/1972,7/25/1973,1973,9/23/1973,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,60,Fall,951.6318788,932.3059942,1883.937873,136.059519,9904.041459,807.0652288,0.383288668,0,0,1,0,1,0
185,199,200,Catocala neogama,210.4,204,220,228,220,245,253.8,245,259,-0.218838374,162,-0.639007591,-0.319891716,9,16,25,14,Catocala neogama.1978.162,-0.823217396,1.798051227,-1.157518063,-0.080206389,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,210,253,12/31/1977,7/29/1978,1978,9/10/1978,-0.654742524,1.926121178,-0.580261735,-0.641138474,-0.875040199,0.925210473,43,Fall,933.5597697,698.285122,1631.844892,121.3135315,11452.57712,755.1938655,0.455919635,0,4,0,0,0,4
186,200,201,Catocala neogama,233.5,232,238,239,232,250,261.25,239.5,265,-0.905655241,162,-0.639007591,-0.671823664,6,6,18,25.5,Catocala neogama.1967.162,-0.726575778,0.390453351,-0.758065835,0.536674326,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1960,233,261,12/31/1966,8/21/1967,1967,9/18/1967,-0.654742524,1.926121178,-0.580261735,0.053680226,-0.875040199,1.36394547,28,Fall,910.2649889,357.5321462,1267.797135,123.6885501,9863.022594,835.4458735,0.513341134,0,4,0,1,0,5
187,201,202,Catocala neogama,195,NA,NA,195,NA,NA,237.15,232.3,238,-0.156400477,166,-0.406710132,-0.554513015,18,249,336,5.7,Catocala neogama.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1970,195,237,12/31/1978,7/14/1979,1979,8/25/1979,-0.654742524,3.196835724,-0.580261735,2.832955025,-0.875040199,3.996355454,42,Fall,783.0475399,733.6228683,1516.670408,141.5809832,9223.558958,1279.940497,0.499690399,0,6,0,5,0,11
188,202,203,Catocala neogama,227.1,225,228,233,228,234,252.3,243,267,-1.592472107,166,-0.639007591,-0.085270418,15,3,6,24,Catocala neogama.1956.166,-0.118937933,-0.734785233,0.191244058,-1.553019453,E,U,N,Catocala neogama,"Catocala arizonae (Strand, 1914, nec Grote, 1873: preoccupied)",1950,227,252,12/31/1955,8/14/1956,1956,9/8/1956,-0.091872197,3.196835724,-0.580261735,-0.641138474,-0.46222606,1.802680468,25,Fall,957.6100887,407.0606911,1364.67078,138.6215699,8592.327237,1026.167116,0.318824842,1,6,0,0,1,6
189,203,204,Catocala obscura,210,208,223.2,246,208,246,250,235.2,250,-0.09396258,166,-0.406710132,-0.789134314,9,15.2,38,14.8,Catocala obscura.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,U,N,Catocala obscura,Catabapta obscura,1980,210,250,12/31/1979,7/28/1980,1980,9/6/1980,-0.091872197,1.926121178,0.02640554,-0.641138474,-0.049411921,0.925210473,40,Fall,917.027455,729.4542011,1646.481656,142.7477985,9816.50284,871.4253618,0.659331169,1,4,1,0,2,4
190,204,205,Catocala obscura,223.15,220,229,237,229,246,250,238.5,250,0.592854286,162,-0.639007591,-0.554513015,8,9,17,11.5,Catocala obscura.1991.162,0.048832049,0.779283082,-0.705235726,0.325935788,E,U,N,Catocala obscura,Catabapta obscura,1990,223,250,12/31/1990,8/11/1991,1991,9/7/1991,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,27,Fall,1043.448946,453.1309339,1496.57988,142.7446055,10302.11537,846.0597143,0.493724825,0,0,0,0,0,0
